Version,Date,Init,Description
 2.5.18.1.1 Draft (1Q18),2/20/2018,clk,"Update all NOSC-D Lot 2, NOSC-B Lot 2 and NOSC Lot 3                                                                                                                                                               + delete deployment from SWNMA laptop and delete the image; chg  WNMA laptop from qty 2 to qty 3 (S, N, X) and adjust formulas for SmartCard and ActivClient  (put WNMA laptop back as one image not SWNMA and N/X WNMA)"
 2.5.18.1.1 Draft (1Q18),2/21/2018,clk,Update IML  (put WNMA laptop (NOSC-L) back as one image not SWNMA (NOSC-L)  and N/X WNMA (NOSC-L)                                                                                                                                                                                                     +chg N/X WNMA (NOSC-L)  laptop back to WNMA laptop (NOSC-L) and add SmartCard Mgr                                                                                                                                                 +SWNMA laptop (NOSC-L)   - delete all products and delete image (only difference between N/X and S was RM Managerapplication but that was deleted when Radiant Mercury was delete (since CDD Image reduction)                                                                                                                                                                                                                 
 2.5.18.1.1 Draft (1Q18),2/21/2018,clk,"Update NOSC-L  (revert back to one SWNMA (NOSC-L) image                                                                                                                                                                                                                   + delete deployment from SWNMA laptop (NOSC-L) and delete the image; chg  WNMA laptop (NOSC-L)  from qty 2 to qty 3 (S, N, X) and adjust formulas for SmartCard and ActivClient  (put WNMA laptop (NOSC-L)  back as one image not SWNMA and N/X WNMA)"
 2.5.18.1.1 Draft (1Q18),2/21/2018,clk,Update IML                                                                                                                                                                                                 +OpenJDK (64 bit) chg from 1.8.0_141 to 1.8.0_161-b14 (Rlse notes ASC and NST and J. O'Malley 2/21/18)                                                                                                                                         +Firefox chg from 52.2.0 to 52.6.0 (Rlse notes ASC and NST and J. O'Malley 2/21/18)                                                                                    +WINT_Remote_ServiceProvider chg from 2.5.18.01.05 to 2.5.18.01.07 (NRM rls notes 2/21/18)
 2.5.18.1.1 Draft (1Q18),2/22/2018,clk,Update IML                                                                                                                                                                                                 +WINT_WAN_Planning chg from 2.5.18.01.06 to 2.5.18.01.08 (B. Packer 2/22/18)                                                                                                                                   + put GD vmdeploymentScripts in alphabetical order in IML (put before WINT_xxx products)
 2.5.18.1.1 Draft (1Q18),2/26/2018,clk,Update IML                                                                                                                                                                                                 +vmdeploymentScripts chg from  2.5.18.1.03 to 2.5.18.1.04 (J. Kent 2/25/18)                                                                                                                                   +USDQ-template chg from 2.5.18.1.04 to 2.5.18.1.05 (J. Kent 2/25/18)                                                                                                         +ESXiUSBKey chg from 2.5.18.1.02 to 2.5.18.1.03 (J. Kent 2/25/18)                                                                                                              +Cisco CSR 1000v chg from 15.5(3)S6 to 16.06.02 (J. Young 2/26/18)
 2.5.18.1.1 Draft (1Q18),2/26/2018,clk,Update Maintenance Laptop                                                                                                                                                                                            +vmdeploymentScripts chg from  2.5.18.1.03 to 2.5.18.1.04 (J. Kent 2/25/18)                                                                                                                                   +USDQ-template chg from 2.5.18.1.04 to 2.5.18.1.05 (J. Kent 2/25/18)                                                                                                         +ESXiUSBKey chg from 2.5.18.1.02 to 2.5.18.1.03 (J. Kent 2/25/18)
 2.5.18.1.1 Draft (1Q18),3/8/2018,clk,"Update IML                                                                                                                                                                                                 +add MS Microsoft Deplyment Toolkit (MDT) version 6.3.8450 and add to MNT and RVP (J. Habert  2/28/18)                                                +chg MS MDT from F to G (for GFS) (D. Truman 3/8/18)                                                                                                                                +Delete MS LAPS from all versions of WNM, WNMS, VEC, ENG, MON, DCM, INM, DSC, HDM, MDA, MNT, RVP, DCA and Delete MS LAPS (J. Habert 3/8/18/D. Truman 3/2/18)                                                                                                                                                                      +Add Vmware tools 10.1.15 and chg  HSM from 10.1.10 to 10.1.15 (HSM rlse notes 2/23/18 per S.M.)                                                        +add vmware tools 10.2.0 and chg NFA from 10.1.10 to 10.2.0  (NFA rls notes 3/4/18)                                                                                    +chg WNM, MON (lot 3), Mon NOSC-L), INM Lot 3, DSC, DCA, RVP from vmware tools 10.1.10 to 10.2.0 (Task sequentce 1Q18)               +chg ASC and NST from vmware tools 10.0.9 to 10.2.0 (Rlse notes 2/20/18)                                                                                                +Add Solarwinds Eng. Toolset 11.0.6 and add to NFA (NFA rls notes 3/4/18)                                                                                                  +WNM, WNMA, NDM chg Solarwinds Eng. TOolset from 11.0.3 to 11.0.6 (Task sequences)                                                                          +Solarwinds NPM chg from 11.5.3 to 12.2; Solarwinds VNQM chg from  4.2.3 to 4.4.1 (NFA rls notes 3/4/18; only on NFA)                          +solarwinds Netflow Traffic Analyzer chg from 3.11 to 4.2 (J. Habert 3/8/18)                                                                                                    +WINT_WAN_Planning chg from 2.5.18.01.08 to 2.5.18.01.09;  Chg WINT_NetstatusService, WINT_Ski_Setup and WINT_NMS_Monitoring from 2.5.18.01.05 to 2.5.18.01.09 (B. Packer 2/28/18)"
 2.5.18.1.1 Draft (1Q18),3/9/2018,clk,Update IML                                                                                                                                                                                                 +Solarwinds  Network Config Mgr ENT DL500 and ENT Unlimited V2 DLX chg v7.4.1 to 7.7 (WNM and WNMA task sequence 3/5/18)                                                                                                                  + delete MS WMF 5.1 from RVP and MNT  - no longer added included in OS and delete WMF 5.1 (J. Habert 3/9/18);                                         +RVP - delete JRE (32 bit) and (64 bit) 1.8.0_152 (H Werchan 9/7/17 - Spreadsheet)                                                                                   +NFA    delete JRE (32 bit) and (64 bit) 1.8.0_152 (it was on INc1 version but not on one INc2 built   (J. Habert 3/9/18                                                                                                                 +Oracle JRE (32 bit) and (64 bit) chg 1.8.0_152 to 1.8.0_162 (Application list in 1Q18 deployment share2.5.18.1.13)                                 +USDQ-template chg from 2.5.18.1.05 to 2.5.18.1.07 (J. Kent 3/4/18)                                                                                                            +vmdeploymentScripts chg from 2.5.18.1.04 to 2.5.18.1.06 (J. Kent 2/28/18)       
 2.5.18.1.1 Draft (1Q18),3/9/2018,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                         +USDQ-template chg from 2.5.18.1.05 to 2.5.18.1.07 (J. Kent 3/4/18)                                                                                                            +vmdeploymentScripts chg from  2.5.18.1.04 to 2.5.18.1.06 (J. Kent 2/28/18)                                                                                                         +
 2.5.18.1.1 Draft (1Q18),3/16/2018,clk,Update IML                                                                                                                                                                                                                                                                                                                    +USDQ-template chg from 2.5.18.1.07 to 2.5.18.1.09 (J. Kent 3/14/18)                                                                                                            +vmdeploymentScripts chg from  2.5.18.1.06 to 2.5.18.1.07 (J. Kent 3/11/18)                                                                                                         +ESM Device Import Tool chg from 2.5.18.1.0 to 2.5.18.1.1 (D. Herbein 3/9/18)                                                                                                   +GD Network Services Tool chg from 3.0.0 to 3.0.1 (J. Kent 3/11/12)                                                                                                             +add GD TACLANE Configuration Tool 1.4.7 and add to PDSS Release Drive (W. Connors 3/12/18 and tools directory)                                        +USDQ chg from 2.5.18.1.00 to 2.5.18.1.01 (J. Kent 3/11/18)                                                                                                                            +RVP  add JRE (32 bit) and (64 bit) 1.8.0_162 needed for WINT_NetDefGenerator (J. Halbert 3/16/18)                                                                                                                 +Struts2 chg from  2.5.8 to 2.5.14.1 (P. Hsu 2/8/18)
 2.5.18.1.1 Draft (1Q18),3/16/2018,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                                                         +USDQ-template chg from 2.5.18.1.07 to 2.5.18.1.09 (J. Kent 3/14/18)                                                                                                            +vmdeploymentScripts chg from  2.5.18.1.06 to 2.5.18.1.07 (J. Kent 3/11/18)                                                                                                                +ESM Device Import Tool chg from 2.5.18.1.0 to 2.5.18.1.1 (D. Herbein 3/9/18)                                                                                              +GD Network Services Tool chg from 3.0.0 to 3.0.1 (J. Kent 3/11/12)                                                                                                             +add GD TACLANE Configuration Tool 1.4.7 and add to tools folder (W. Connors 3/12/18 and tools directory)                                             +USDQ chg from 2.5.18.1.00 to 2.5.18.1.01 (J. Kent 3/11/18)
 2.5.18.1.1 Draft (1Q18),3/16/2018,clk,Update IML   (Per C. Cadorette 3/5/18 NMS updates)                                                                                                                                                                                                                                                                                                                 +Struts2 chg from  2.5.8 to 2.5.14.1                                                                                                                                                      +yWorks HTML from 1.1 to 1.1.1.6                                                                                                                                                                         +MySQL Connector/J from 5.1.38 to 5.1.5                                                                                                                                                               
 2.5.18.1.1 Draft (1Q18),3/20/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                          +NFA delete Solarwinds Toolset 11.0.6 (J. Habert 3/20/18                                                                                                                                            +chg Solarwinds VNQM from 4.4.1 to 4.2.3 (return to 4Q17 value - no yellow highlight (J. Habert 3/20/18)                                                                                                                                                  +chg Solarwinds NPM from 12.2 to 11.5.3 (return to 4Q17 value - no yellow hightlight (J. Habert 3/20/18)                                                     +solarwinds Netflow Traffic Analyzer chg from 4.2 to 3.11  no yellow hightlight (J. Habert 3/20/18)                                                                 +HSM chg from PS 4 to PS 5;  delete PS 4 last image deleted  (H. Dunham 2/14/18)                                                                                        +ENG and ENG (Lot3/NOSC-L) delete vSphere CLI 6.0, vSphere Client 6.0 U1, vSphere powerCLI 6.5 R1 (J. Habert 3/17/18)                        +RVP add vSphere CLI 6.0 and vSphere PowerCli 6.5 R1 (RVP task sequence 3/17/18)                                                                                                                                                        +TBD add Adobe Reader DC                                                                                                                                                                              +Post to Sharepoint CM quarterly release                                                                                                                                           "
 2.5.18.1.2 Draft (1Q18),3/21/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                          +Add Adobe Reader DC (doc error) vendor TBD   update to v18.11 for 1Q18 (J. Habert 3/20/18)                                                                                                                                     +chg all from Adobe Reader XI 11.0.20 to adobe Reader DC 18.11 windows images: WNM, WNMA laptop, WNMA laptop (NOSC-L), VEC, ENG, ENG(Lot 3/NOSC-L), MON, MON(NOSC-L), DCM, NFA, INM, INM (Lot 3) , HSM, all NDMs, all MDAs, MNT, RVP) (J. Habert 3/20/18, task sequences and rlse notes)                                                                                                                                                                         +wireshark Network Analyzer chg from 2.4.1 to 2.4.3 (MNT rlse notes 2.5.18.1.1 and Buckley 3/21/18)                                                  +Pragma Fortress chg from 5.00.9 to 5.00.10 ( (MNT rlse notes 2.5.18.1.1)                                                                                                  + WNM add Vmware vSphere CLI 6.0, vSphere Client 6.0 U1  (doc error) (WNM task sequence 3/17/18)                                                                                                                   +add vmware ActivePerl  5.14.4 and add to every image with vSphere CLI (WNM, WNMA laptop, WNMA laptop (NOSC-L), VEC,all NDMs, all MDAs, MNT, RVP)  (J. Habert 3/2018)                                                                                                                                                                                    +chg MS .net 4.6.2 to 4.7.1  and add .net 4.7.1 to all MDAs (all windows have .net 4.7.1 per latest w2012 and W10 wims (J. Habert 2/16/18)    *** confirmed that v4.7.1 J. Habert 4/5/18                                                                                                                                                                                                        +chg vendor  swingx.dev.java.net product Swingx to vendor Maven  product Swingx (make new entry with vendor Maven and add to ENG, ENG (Lot 3/NOSC-L), MON, MON (NOSC-L) and delete product with vendor swingx.dev.java.net) (D. Truman 3/21/18)                                                                                                                                                                                                                                                                                                             "
 2.5.18.1.2 Draft (1Q18),3/23/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                   + Jquery.com  Jquery 2.0.3  chg  OEM, OEM Lot 3 and OEW from yellow to green (doc error) (P. Hsu 1/13/18)                                                                                                                                                      +Add ANTLR 3.5 and ANTLR 3.4.1 and add to RVP; delete ANTLR 4.5.3 from RVP and delete ANTLR 4.5.3 (H. Werchan 2/15/18)                                                                                                                                                               "
 2.5.18.1.2 Draft (1Q18),3/26/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                   + Red Hat Linux Enterprise Server chg from 7.2 to 7.4 (doc error updated in 3Q17) (J. O'Malley 3/26/18)                                                                                                                                                  + OpenSSH add version 7.4-p1  and add to all linux: FSC, OEW,  NRM (bare metal), NRM,  OEM, OEM Lot 3, OEM (Lot3 NOSC), NST, ASC (J. O'Malley 3/26/18)                                                                                                                                                                                       + WNM and WNMA laptop and WNMA laptop (NOSC-L) add Openssh 7.2p2-1-v1 (doc error) (J. Habert 3/26/18)                                       +Red Hat  Linux Enterprise Server (64 bit) chg from 6.7 to 6.9 (doc error done for 3Q17) (J. O'Malley 3/26/18)                                          +NST chg from Linux enterprise Server 7.4 to 6.9 (doc error - NST always RHEL 6) (J.O'Malley 3/26/18)                                                   +Adobe Reader DC  - chg from vendor area (GOTS) to Vendor Adobe  --  (per A. Silva verbal 3/26/18)                                                                                                                                    "
 2.5.18.1.2 Draft (1Q18),3/27/2018,clk,Update all CIs for Adobe reader DC                                                                                                                                                                                                                                                                                                 + Adjust formulas for hw totals   (Col I - N) for Adobe Reader DC row (new IM list row 5  formula not copied to this row from row above) formulas were one row off                                                                                                                      
 2.5.18.1.2 Draft (1Q18),3/27/2018,clk,Update IML                                                                                                                                                                                                                                                                                                   + put Adobe struts in alphabetical order (move to last Adobe product not first)                                                                                                                                                                        + Spectrum Management Engine (SME) chg from 32.9.2 to 34.5; LC Utility chg from 2.2.1 to 2.3 (K. Nevills 2/19/18)                                                   
 2.5.18.1.2 Draft (1Q18),3/27/2018,clk,"Update IML (per C. Cadorette spread sheet 3/27/18   all Doc errors)                                                                                                                                                                                                                                                                                                                                              +new product Font Awsome product Font Awesome  4.4.0 add to OEW, OEM, OEM Lot 3,  OEM (Lot3  NOSC) (on NMS_Monitoring)                                                 +new product jdom.org product JDOM 8.0.0.0 add to  OEW, OEM, OEM Lot 3,  OEM (Lot3  NOSC),  ENG, ENG Lot 3/Nosc-l) for NMS_Monitoring and WAN_Planning "
 2.5.18.1.2 Draft (1Q18),3/28/2018,clk,Update IML                                                                                                                                                                                                                                                                                                                                                                                                  + LC Utility chg from 2.3 to 2.2.1 (update missed for 1Q18 so idicate No change) and MON should get LC Utility but did not (K. Nevills 3/28/18)       * GeoImagery included in Wan_Planning and Wan_Monitoring bundles   
 2.5.18.1.2 Draft (1Q18),3/28/2018,clk,"Update IML (per C. Cadorette spread sheet 3/27/18 and all doc errors)                                                                                                                                                                                                                                                                                                                                              +new product Apache POI OOXML Schemas 1.1 add to ENG, ENG Lot3/NOSC and PDSS Release Drive (for WAN_Planning and WINT_NetDefGenerator)                                                                                                                                                                                       +Cisco CUCM AXL API 8.0  add to OEW, OEM, OEM Lot 3,  OEM (Lot3  NOSC) (on NMS_Monitoring)                                                              "
 2.5.18.1.2 Draft (1Q18),3/29/2018,clk,Update IML                                                                                                                                                                                                                                                                                                                                      +delete Adobe Reader XI ( all images chg to Reader DC)                                                                                                                                                                                        +                                                   
 2.5.18.1.2 Draft (1Q18),4/2/2018,clk,Update IML                                                                                                                                                                                                                                                                                                                                      +MS Access Database engine chg from 2010 to 2010 SP2  (Doc error SP2 when added for 3Q17) (H. Werchan 3/29/18)                                                                                                                                                                               + add Sencha Ext JS 5.1.3 (doc error)  images TBD (D. Truman/ C. Cadorette 3/28/18)                                             
 2.5.18.1.2 Draft (1Q18),4/3/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                                                      +add Sencha Ext JS 5.1.3 to OEW, OEM, OEM (Lot 3), and OEM (Lot 3) (NOSC)  ( doc error) (P. Hsu 4/3/18)                                                                                                                                                                               + add  Peak Systems PCAN Basic API for LInux 2.0.3 and add to NRM (bare metal) and NRM (doc error) (C. Cadorette 3/27/18)                                                                                                                                                                                                                                + add Peak Systems PCANLinux Driver 7.15.2 and add to NRM (bare metal) and NRM (doc error) (C. Cadorette 3/27/18)                          + add Sourceforge SBlim Cim Client for Java 2-2.2.5 and  add to NRM (bare metal) and NRM (doc error) (C. Cadorette 3/27/18 4/3/18)     +add VeraxSystems vxIPMI.jar 1.0.17 add to NRM (bare metal) and NRM (doc error) (C. Cadorette 3/27/18)                                                     + add software.forge.mil SECRenderer 1.0 add to ENG, ENG Lot3/NOSC-L, MON, MON (nosc-L) (C. Cadorette 3/27/18 and INC3 BOM)    +add intended use to Java Excel API and add to PDSS release drive (doc error)  (part of netdefgenerator) (C. Cadorette 3/27/18 (Jxl))                                                                                                                 +add Google GSON 2.3.1 and add to NRM and NRM (bare metal) (doc error) (C. Cadorette 3/27/18)                                                           +add org.safehaus.jug SafeHaus jug-asl-2.0.0.jar and add to OEW, OEM, OEM Lot 3,  OEM (Lot3  NOSC),  ENG, ENG Lot 3/Nosc-l) for NMS_Monitoring and WAN_Planning (doc error)  (C. Cadorette 3/27/18)"
 2.5.18.1.2 Draft (1Q18),4/3/2018,clk,Update Maintenance Laptop ( Apache POI OOXML)                                                                                                                                                                                                                                                                                                                         +new product Apache POI OOXML Schemas 1.1 add to  Tools folder  (WINT_NetDefGenerator) doc error (C. Cadorette 3/27/18                                                                                                                                                                                                                                    +add Sourceforge Java Excel API 2.6.8 and to Tools folder  (WINT_NetDefGenerator)  (doc error) C. Cadorette 3/27/18 and D. Truman 3/27/18)
 2.5.18.1.2 Draft (1Q18),4/4/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                  +JSON chg from v2 to v1.8.0 and add to ENG and ENG (Lot 3/NOSC-L) (C. Cadorette 4/4/18)                                                                                                                                                                                                                                   + add US Army SECRenderer 1.0.0 and add to ENG, ENG (Lot 3/NOSC-L), MON (Lot 3) and MON (/NOSC-L) (WAN_Planning and WAN_Monitoring) (Doc error) (C. Cadorette 4/4/18)                                                                                                                                           +Java Excel API 2.6.8 remove from MON (Lot 3) and MON (/NOSC-L) only on WAN_Planning so not on MON (doc error) "
 2.5.18.1.2 Draft (1Q18),4/5/2018,clk,Update IML                                                                                                                                                                                                                                                                                                  +open-vm-tools chg from  9.10.2 to 10.1.5-3 (doc error at least since 2Q17) (M. Simonelli 3/21/18)                                                                                                                                                                                                                             + 
 2.5.18.1.2 Draft (1Q18),4/6/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                  +LM Oracle MySQL Connector/J chg from 5.1.5 back to 5.1.38 (not updated) (C. Cadorette 4/6/18)                                                                                                                                                                                                                          + WINT_NetStatusService chg from 2.5.18.01.09 to 2.5.18.01.11 and WINT_RemoteServiceProvider chg from 2.5.18.01.07 to 2.5.18.01.11 (B. Packer 4/6/18)                                                                                                                                                                        +add GOTS Windows Server 2012 R2 (64 bit) with intended use for Common AD and chg DSC from AGM for Windows 2012 R2 11.1.1  to Windows Server 2012 R2    (Verbal J. See 4/6/18)                                                                                                                                                                           +DSC delete Desktop Validator Enterprise 4.12.0.134; DoD PKE InstallRoot 5.0.1; EMET 5.51; Lua 5.1.4,  .Net 3.5; IIS 8.5 (Verbal J. See 4/6/18)"
 2.5.18.1.2 Draft (1Q18),4/9/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                  +delete JSON 2 from OEW, OEM. OEM LOt 3, OEM Lot3 NOSC and delete JSON (D. Truman 4/8/18)                                                                                                                                                                                                            + add FasterXML Jackson 1.8 and add to OEW, ENG, ENG Lot 3/NOSC-L, OEM, OEM LOt 3, OEM Lot3 NOSC (D. Truman 4/8/18, C. Cadorette 3/26/18)                                                                                                                                                                                                                                                                                                                   + RVP add Vmware VDDK 5.1 U2 (J. Habert 4/9/18)                                                                                                                                        +DCA Exit Module - delete from DCA and delete DCA Exit Module (J. LaBarge 4/9/18)                                                                                 +Add GD Deployed Certification Authority 2.5.18.1.8 and add to DCA (J. LaBarge 4/9/18)                                                                             +add GD OCSP Responder 2.5.18.1.8 and add to RVP  (J. LaBarge 4/9/18)                                                                                                    +Trust Element Replsitory Reader/Writer web app chg from 2/5/17/3/5 to 2.5.18.1.8 (J. LaBarge 4/9/18)                                                    +delete GOTS (DISA) Windows 10 secure host baseline (all images on new Windows 10 1709 )(J. Habert 2/13/18)                                 + - delete special windows 2012 for Common AD (DONE)"
 2.5.18.1.2 Draft (1Q18),4/11/2018,clk,Update IML                                                                                                                                                                                                                                                                                                  +WINT_NetStatusServiceProvider and WINT_RemoterServiceProvider chg from 2.5.18.01.11 to 2.5.18.01.12 (J. O'Malley 4/11/18)                                                                                                                                                                                                              + 
 2.5.18.1.2 Draft (1Q18),4/12/2018,clk,Update IML                                                                                                                                                                                                                                                                                                  +chg Gots MS SQL Server Std  (64 bit) chg from 2014 SP1 to 2014 SP2 (H. Dunham 4/12/2018)                                                                                                                                                                                                           + 
 2.5.18.1.2 Draft (1Q18),4/12/2018,clk,Update NOSC-B Lot 2                                                                                                                                                                                                                                                                                                + ENG chg qty 1 Durabook to qty 2 and add SENG2 (D. Dubois 4/11/18)                                                                                                                                                                                             + adjust formulas for qty of durabooks for smartcard                                                                                                                                    +VEC chg from qty 11 GD8000 to qty 12 and chg SVEC1-5 to SVEC 1-6  and adjust formulas for SmartCard on VEC and total GD8000  (per SDV V1.15 (correction to SDV))
 2.5.18.1.2 Draft (1Q18),4/12/2018,clk,Update POP-NG                                                                                                                                                                                                                                                                                                                                                                                                                                                                           + adjust formulas for RVP for smartcard   and ActiveClient and adjust formulas for total Servers                                                                                                                                 
 2.5.18.1.2 Draft (1Q18),4/13/2018,clk,Update IML                                                                                                                                                                                                                                                                                                  +WINT_NetStatusServiceProvider  chg from 2.5.18.01.12  to 2.5.18.01.13 (J. O'Malley 4/13/18)                                                                                                                                                                                                              + 
 2.5.18.1.2 Draft (1Q18),4/18/2018,clk,Update IML                                                                                                                                                                                                                                                                                                  +WINT_WAN_Planning   chg from 2.5.18.01.09  to 2.5.18.01.13 (B. Packer 4/18/18)                                                                                                                                                                                                              + WINT_NetDefGenerator chg from 2.5.18.01.05 to 2.5.18.01.13 (B. Packer 4/18/18)
 2.5.18.1.2 Draft (1Q18),4/18/2018,clk,Update Maintenance Laptop                                                                                                                                                                                                                                                                                       +WINT_NetDefGenerator chg from 2.5.18.01.05 to 2.5.18.01.13 (B. Packer 4/18/18)                                                                                                                                                                                                     +  
 2.5.18.1.2 Draft (1Q18),4/18/2018,clk,Update NOSC-B and NOSC-D Lot 2                                                                                                                                                                                                                                                                               +add 1 SVEC (chg qty 12 to qty 13 GD8000  SVEC1-6 to SVEC1-7) and adjust formula for Smart card and  for Smart card totals (per updated SDV V1.15 4/19/18)                                                                                                                                                                                                 +  
 2.5.18.1.2 Draft (1Q18),4/20/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                  +ENG delete WINT_WAN_Monitoring 2.5.18.01.05  (so all versions of ENG (eng, lot 3 and lite) only have WAN_Planning)(J. Kent 4/20/18)                                                                                                                                                                                                              +delete all products from ENG (Lot 3/NOSC-L) and delete image ENG (Lot 3/NOSC-L) (only difference with ENG was WAN_Planning)"
 2.5.18.1.2 Draft (1Q18),4/20/2018,clk,Update NOSC Lot 3 and NOSC-L                                                                                                                                                                                            +chg deployment from ENG (Lot 3/NOSC-L) qty 2 durabook to ENG qty 2 durabook                                                                                                                                                                                                   +  
 2.5.18.1.2 Draft (1Q18),4/24/2018,clk,Update IML                                                                                                                                                                                                                                                                                                  +add Perl.org Perl 5.8 and add to ENG (doc error) (P. Hsu 4/24/18 and J. Habert 3/22/18)                                                                           +delete WINT_NetworkMonitoring_Service 2.5.18.01.05 - not used by any image (P. Hsu 4/23/18)                                                                        +add new tool  GD ESM Scripts 2.5.18.1.0 and add to PDSS release drive (D. Herbein 4/13/18)                                                                       +chg USDQ-Template from 2.5.18.1.09 to 2.5.18.1.14 (J. Kent 4/20/18)                                                                                                            +don't add DVConfig 2.5.18.1.0 this is only a config file for Desktop Validator  (And deleted from Tools Directory for 2Q19)
 2.5.18.1.2 Draft (1Q18),4/24/2018,clk,"Update Maintenance Laptop  
+add new tool  GD ESM Scripts 2.5.18.1.0 and add to tools (D. Herbein 4/13/18) "
 2.5.18.1.2 Draft (1Q18),4/24/2018,clk,Update IML                                                                                                                                                                                                                                                                                                  +post draft to Sharepoint 
 2.5.18.1.2 Draft (1Q18),4/24/2018,clk,"Update IML                                                                                                                                                                                                                                                                                                  +add back in .NET 4.6.2 and chg HSM from .net 4.7.1 to 4.6.2 (indicate as no change for 1Q18  H. Dunham 2/19/18)                                                                      +chg .NET 4.7.1 as yellow (new for 1Q18) and chg from 4.6.2 to 4.7.1: WNM, WNMA, WNMA (NOSC-L), ENG, MON, MON (Lot 3), DCM, NFA, INM,, INM Lot 3, DSC, RPM, all NDMs, MNT, RVP and DCA (J. Habert 4/5/18)                                                                                           ++post draft to Sharepoint "
 2.5.18.1.3 Draft (1Q18),4/25/2018,clk,Update IML                                                                                                                                                                                                                                                                                                  +add Perl 5.8 to MON and MON (NOsc-L) MON & ENG need Perl for Credentials - others have active Perl (doc error)  (P. Hsu 4/25/18)                                                                                                                                         + PDSS release drive - add WIN10Pcap 10.2.5002 (included with UPS Config Tool ) (tools\ UPS Configurator folder (v5.0)) (indicate as no chg was deleted in error earlier for 1Q18)                                                                                                                                                   + update intended use for Win10Pcap (add required for UPS Configuration Tool)
 2.5.18.1.3 Draft (1Q18),4/25/2018,clk,Update Maintenance laptop                                                                                                                                                                                                                                                                                                                                                                                                                                          + Under tools- chg WIN10Pcap 10.2.5002 from red for delete back to lt green (no chg) (included with UPS Config Tool ) (tools\ UPS Configurator folder (v5.0))
